TrialID,Condition,Series,DisparityArcmin,IsTestSecond,IsCorrect,QuestTrial
1,Center,Cross,0.998289,True,False,1
2,Center,Uncross,-0.998289,True,True,1
3,Center,Cross,3.863804,True,True,2
4,Center,Cross,2.520038,True,True,3
5,Center,Uncross,-0.5646495,True,True,2
6,Center,Cross,1.895258,True,False,4
7,Center,Cross,2.706087,True,True,5
8,Center,Uncross,-0.3309549,True,True,3
9,Center,Uncross,-0.2010139,True,False,4
10,Center,Cross,2.431866,True,True,6
11,Center,Cross,2.264671,True,True,7
12,Center,Uncross,-0.3193755,True,True,5
13,Center,Cross,2.185434,True,False,8
14,Center,Uncross,-0.2769697,True,False,6
15,Center,Uncross,-0.3682739,True,True,7
16,Center,Cross,2.520038,True,True,9
17,Center,Uncross,-0.3309549,True,True,8
18,Center,Cross,2.431866,True,True,10
19,Center,Uncross,-0.3193755,True,True,9
20,Center,Cross,2.34678,True,True,11
21,Center,Uncross,-0.2974177,True,True,10
22,Center,Cross,2.264671,True,True,12
23,Center,Cross,2.185434,True,True,13
24,Center,Uncross,-0.2870117,True,True,11
25,Center,Cross,2.185434,True,True,14
26,Center,Uncross,-0.2769697,True,True,12
27,Center,Uncross,-0.2769697,True,True,13
28,Center,Cross,2.10897,True,True,15
29,Center,Cross,2.035181,True,True,16
30,Center,Uncross,-0.267279,True,True,14
31,Center,Uncross,-0.2579274,True,False,15
32,Center,Uncross,-0.2769697,True,False,16
33,Center,Cross,2.035181,True,True,17
34,Center,Cross,1.963974,True,True,18
35,Center,Uncross,-0.3082011,True,False,17
36,Center,Cross,1.963974,True,True,19
37,Center,Uncross,-0.3429543,True,True,18
38,Center,Uncross,-0.3309549,True,False,19
39,Center,Cross,1.895258,True,True,20
40,Center,Uncross,-0.3682739,True,True,20
41,Center,Uncross,-0.3553886,True,False,21
42,Center,Cross,1.895258,True,True,21
43,Center,Cross,1.895258,True,True,22
44,Center,Uncross,-0.3954627,True,True,22
45,Center,Cross,1.828947,True,True,23
46,Center,Uncross,-0.3816262,True,True,23
47,Center,Cross,1.828947,True,True,24
48,Center,Uncross,-0.3682739,True,True,24
49,Center,Uncross,-0.3682739,True,True,25
50,Center,Cross,1.828947,True,True,25
51,Peripheral,Cross,0.998289,True,False,1
52,Peripheral,Uncross,-0.998289,True,True,1
53,Peripheral,Cross,3.863804,True,True,2
54,Peripheral,Uncross,-0.5646495,True,True,2
55,Peripheral,Cross,2.520038,True,True,3
56,Peripheral,Uncross,-0.3309549,True,True,3
57,Peripheral,Cross,1.895258,True,True,4
58,Peripheral,Cross,1.586104,True,True,5
59,Peripheral,Uncross,-0.2010139,True,True,4
60,Peripheral,Cross,1.425377,True,False,6
61,Peripheral,Uncross,-0.1265176,True,True,5
62,Peripheral,Uncross,-0.07962975,True,True,6
63,Peripheral,Uncross,-0.05011873,True,True,7
64,Peripheral,Cross,1.828947,True,False,7
65,Peripheral,Cross,2.431866,True,True,8
66,Peripheral,Cross,2.185434,True,False,9
67,Peripheral,Cross,2.706087,True,True,10
68,Peripheral,Cross,2.520038,True,True,11
69,Peripheral,Uncross,-0.05011873,True,False,8
70,Peripheral,Cross,2.431866,True,True,12
71,Peripheral,Uncross,-0.06905674,True,True,9
72,Peripheral,Uncross,-0.06205891,True,True,10
73,Peripheral,Uncross,-0.05779223,True,True,11
74,Peripheral,Cross,2.34678,True,True,13
75,Peripheral,Uncross,-0.05381889,True,True,12
76,Peripheral,Uncross,-0.05193586,True,True,13
77,Peripheral,Uncross,-0.05011873,True,True,14
78,Peripheral,Cross,2.264671,True,True,14
79,Peripheral,Cross,2.185434,True,True,15
80,Peripheral,Cross,2.10897,True,True,16
81,Peripheral,Cross,2.10897,True,True,17
82,Peripheral,Uncross,-0.05011873,True,True,15
83,Peripheral,Cross,2.035181,True,True,18
84,Peripheral,Uncross,-0.05011873,True,True,16
85,Peripheral,Cross,2.035181,True,True,19
86,Peripheral,Uncross,-0.05011873,True,True,17
87,Peripheral,Uncross,-0.05011873,True,True,18
88,Peripheral,Uncross,-0.05011873,True,True,19
89,Peripheral,Uncross,-0.05011873,True,True,20
90,Peripheral,Uncross,-0.05011873,True,True,21
91,Peripheral,Uncross,-0.05011873,True,True,22
92,Peripheral,Uncross,-0.05011873,True,True,23
93,Peripheral,Uncross,-0.05011873,True,True,24
94,Peripheral,Cross,1.963974,True,True,20
95,Peripheral,Uncross,-0.05011873,True,True,25
96,Peripheral,Cross,1.963974,True,True,21
97,Peripheral,Cross,1.895258,True,True,22
98,Peripheral,Cross,1.895258,True,False,23
99,Peripheral,Cross,2.035181,True,True,24
100,Peripheral,Cross,1.963974,True,True,25
101,Center,Uncross,-0.998289,True,True,1
102,Center,Uncross,-0.5646495,True,True,2
103,Center,Uncross,-0.3309549,True,True,3
104,Center,Cross,0.998289,True,True,1
105,Center,Uncross,-0.2010139,True,True,4
