TrialID,Condition,Series,DisparityArcmin,IsTestSecond,IsCorrect,QuestTrial
1,Center,Uncross,-1.011825,True,True,1
2,Center,Cross,1.011825,True,False,1
3,Center,Cross,2.922664,True,True,2
4,Center,Cross,2.052207,True,True,3
5,Center,Uncross,-0.6247533,True,True,2
6,Center,Uncross,-0.398356,True,True,3
7,Center,Cross,1.692241,True,True,4
8,Center,Uncross,-0.2622974,True,False,4
9,Center,Uncross,-0.398356,True,False,5
10,Center,Uncross,-0.5673214,True,True,6
11,Center,Cross,1.488069,True,True,5
12,Center,Cross,1.351275,True,True,6
13,Center,Cross,1.267139,True,True,7
14,Center,Uncross,-0.515169,True,True,7
15,Center,Uncross,-0.4678109,True,True,8
16,Center,Cross,1.188241,True,True,8
17,Center,Uncross,-0.4530129,True,True,9
18,Center,Uncross,-0.4248063,True,True,10
19,Center,Uncross,-0.4113686,True,False,11
20,Center,Cross,1.114256,True,True,9
21,Center,Uncross,-0.4678109,True,True,12
22,Center,Uncross,-0.4530129,True,True,13
23,Center,Uncross,-0.4386829,True,True,14
24,Center,Uncross,-0.4248063,True,True,15
25,Center,Cross,1.079009,True,True,10
26,Center,Uncross,-0.4248063,True,True,16
27,Center,Cross,1.044877,True,True,11
28,Center,Uncross,-0.4113686,True,True,17
29,Center,Cross,1.011825,True,True,12
30,Center,Uncross,-0.398356,True,False,18
31,Center,Uncross,-0.4248063,True,True,19
32,Center,Cross,0.9798187,True,True,13
33,Center,Uncross,-0.4248063,True,True,20
34,Center,Cross,0.9488246,True,True,14
35,Center,Uncross,-0.4113686,True,True,21
36,Center,Uncross,-0.4113686,True,True,22
37,Center,Uncross,-0.398356,True,True,23
38,Center,Uncross,-0.398356,True,True,24
39,Center,Uncross,-0.398356,True,True,25
40,Center,Cross,0.9188109,True,True,15
41,Center,Cross,0.8897466,True,True,16
42,Center,Cross,0.8616017,True,True,17
43,Center,Cross,0.8616017,True,True,18
44,Center,Cross,0.8343471,True,True,19
45,Center,Cross,0.8079545,True,True,20
46,Center,Cross,0.8079545,True,True,21
47,Center,Cross,0.7823969,True,True,22
48,Center,Cross,0.7576478,True,True,23
49,Center,Cross,0.7336814,True,True,24
50,Center,Cross,0.4386829,True,False,25
51,Peripheral,Cross,1.011825,True,True,1
52,Peripheral,Uncross,-1.011825,True,True,1
53,Peripheral,Uncross,-0.6247533,True,True,2
54,Peripheral,Uncross,-0.398356,True,False,3
55,Peripheral,Uncross,-0.6049908,True,True,4
56,Peripheral,Cross,0.6247533,True,True,2
57,Peripheral,Cross,0.398356,True,True,3
58,Peripheral,Cross,0.2622974,True,True,4
59,Peripheral,Cross,0.1783513,True,True,5
60,Peripheral,Cross,0.1252329,True,True,6
61,Peripheral,Cross,0.1,True,True,7
62,Peripheral,Uncross,-0.5319974,True,False,5
63,Peripheral,Cross,0.1,True,True,8
64,Peripheral,Uncross,-0.7104732,True,False,6
65,Peripheral,Cross,0.1,True,True,9
66,Peripheral,Uncross,-0.9798187,True,True,7
67,Peripheral,Cross,0.1,True,True,10
68,Peripheral,Uncross,-0.8897466,True,True,8
69,Peripheral,Uncross,-0.8343471,True,True,9
70,Peripheral,Uncross,-0.7823969,True,True,10
71,Peripheral,Uncross,-0.7576478,True,True,11
72,Peripheral,Cross,0.1,True,True,11
73,Peripheral,Cross,0.1,True,True,12
74,Peripheral,Cross,0.1,True,True,13
75,Peripheral,Cross,0.1,True,True,14
76,Peripheral,Uncross,-0.7336814,True,True,12
77,Peripheral,Cross,0.1,True,False,15
78,Peripheral,Uncross,-0.7104732,True,True,13
79,Peripheral,Cross,0.1,True,True,16
80,Peripheral,Uncross,-0.6879992,True,True,14
81,Peripheral,Cross,0.1,True,True,17
82,Peripheral,Uncross,-0.666236,True,True,15
83,Peripheral,Cross,0.1,True,False,18
84,Peripheral,Uncross,-0.666236,True,True,16
85,Peripheral,Cross,0.1,True,False,19
86,Peripheral,Cross,0.1066399,True,True,20
87,Peripheral,Uncross,-0.6451613,True,True,17
88,Peripheral,Uncross,-0.6247533,True,True,18
89,Peripheral,Cross,0.1032666,True,True,21
90,Peripheral,Cross,0.1,True,True,22
91,Peripheral,Cross,0.1,True,True,23
92,Peripheral,Uncross,-0.6247533,True,True,19
93,Peripheral,Cross,0.1,True,True,24
94,Peripheral,Cross,0.1,True,True,25
95,Peripheral,Uncross,-0.6049908,True,True,20
96,Peripheral,Uncross,-0.6049908,True,True,21
97,Peripheral,Uncross,-0.5858534,True,True,22
98,Peripheral,Uncross,-0.5858534,True,True,23
99,Peripheral,Uncross,-0.5673214,True,True,24
100,Peripheral,Uncross,-0.5673214,True,True,25
101,Peripheral,Cross,1.011825,True,True,1
102,Peripheral,Cross,0.6247533,True,True,2
103,Peripheral,Cross,0.398356,True,True,3
104,Peripheral,Cross,0.2622974,True,True,4
105,Peripheral,Uncross,-1.011825,True,True,1
106,Peripheral,Uncross,-0.6247533,True,True,2
107,Peripheral,Uncross,-0.398356,True,True,3
108,Peripheral,Cross,0.1783513,True,True,5
109,Peripheral,Uncross,-0.2622974,True,False,4
110,Peripheral,Uncross,-0.398356,True,True,5
111,Peripheral,Uncross,-0.3502936,True,False,6
112,Peripheral,Cross,0.1252329,True,True,6
113,Peripheral,Cross,0.1,True,True,7
114,Peripheral,Uncross,-0.4678109,True,False,7
115,Peripheral,Uncross,-0.6451613,True,True,8
116,Peripheral,Uncross,-0.5673214,True,True,9
117,Peripheral,Uncross,-0.5319974,True,True,10
118,Peripheral,Uncross,-0.515169,True,True,11
119,Peripheral,Uncross,-0.4988729,True,False,12
120,Peripheral,Cross,0.1,True,True,8
121,Peripheral,Cross,0.1,True,True,9
122,Peripheral,Cross,0.1,True,True,10
123,Peripheral,Cross,0.1,True,True,11
124,Peripheral,Cross,0.1,True,True,12
125,Peripheral,Uncross,-0.5673214,True,True,13
126,Peripheral,Cross,0.1,True,True,13
127,Peripheral,Cross,0.1,True,True,14
128,Peripheral,Cross,0.1,True,True,15
129,Peripheral,Uncross,-0.5493756,True,True,14
130,Peripheral,Cross,0.1,True,True,16
131,Peripheral,Uncross,-0.5319974,True,False,15
132,Peripheral,Uncross,-0.5858534,True,False,16
133,Peripheral,Uncross,-0.666236,True,False,17
134,Peripheral,Cross,0.1,True,True,17
135,Peripheral,Uncross,-0.8079545,True,True,18
136,Peripheral,Uncross,-0.7576478,True,False,19
137,Peripheral,Uncross,-0.9188109,True,True,20
138,Peripheral,Cross,0.1,True,True,18
139,Peripheral,Uncross,-0.8616017,True,True,21
140,Peripheral,Uncross,-0.8343471,True,True,22
141,Peripheral,Cross,0.1,True,True,19
142,Peripheral,Uncross,-0.8079545,True,True,23
143,Peripheral,Uncross,-0.7823969,True,True,24
144,Peripheral,Uncross,-0.7576478,True,True,25
145,Peripheral,Cross,0.1,True,True,20
146,Peripheral,Cross,0.1,True,True,21
147,Peripheral,Cross,0.1,True,True,22
148,Peripheral,Cross,0.1,True,True,23
149,Peripheral,Cross,0.1,True,True,24
150,Peripheral,Cross,0.1,True,True,25
151,Center,Cross,1.011825,True,True,1
152,Center,Cross,0.6247533,True,True,2
153,Center,Uncross,-1.011825,True,True,1
